Author_name,#Followers,Author Following,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time
themukulagrawal,55512,148,17-09-10 7:29,FALSE,india,Attended @SubramanianKri session at #AmazonSmbhav. It was quite interesting to hear from him how #ecommerce &amp; digitization has evolved during the #pandemic and the critical role @amazonIN can play in enabling skilling of #SMEs. @minmsme @DIPPGOI @manish_tiwary https://t.co/knnXnE5fbH,"[0, 264]",75,en,56,16-04-21 13:51
MithunC37012991,1536,1792,13-03-20 15:48,FALSE,"Silchar, India","RT @IqooInd: Experience colors like never before on the 120Hz AMOLED Display.

With 1300nits Brightness and 6000000:1 Contrast Ratio, every…","[0, 140]",0,en,80,16-04-21 13:50
IAmKundan07,33,262,30-10-20 6:34,FALSE,"Jharkhand, India","@PBLIndiaLive @amazonIN Here is My genuine and without pushed screenshot ⬇️
#RiseOfTheRacquet  #ContestAlert 
#PauseTheGif #PBL. https://t.co/q3zojrD4PG","[24, 128]",0,en,0,16-04-21 13:49
amee004,14,20,27-03-14 5:41,FALSE,"Jaipur,Rajasthan,India",@amazonIN I have ordered note 10 pro on 8th april. Delivery date is 13 th april till now my parcel is not delivered. Please look into the matter. Customer care is not helping.,"[0, 175]",0,en,0,16-04-21 13:48
heerakmandal444,7,75,13-07-15 7:20,FALSE,,"HEY @Uber_India, @amazonIN and @dominos_india Y U NO @getsimpl  #KeepItSimpl","[0, 76]",0,en,0,16-04-21 13:48
sings9783,0,10,09-04-21 7:17,FALSE,,@AyushKu16795296 @amazonIN Ya same condition with my friends account,"[27, 68]",0,en,0,16-04-21 13:48
talouselama,179188,804,06-04-09 19:39,FALSE,Helsinki,"Bezos lupasi osakkeenomistajille osoitetussa kirjeessä, että yhtiö toimisi jatkossa paremmin. Yhtiötä on syytetty huonoista työolosuhteista. 
#amazon #vastuullisuus
https://t.co/eSU4QBdqXy","[0, 188]",0,fi,0,16-04-21 13:47
tanmayshimpi,70,207,12-02-11 16:45,FALSE,Pune,"@amazonIN 
your Fresh seems to be having issues while ordering","[0, 62]",0,en,0,16-04-21 13:47
IAmKundan07,33,262,30-10-20 6:34,FALSE,"Jharkhand, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:47
anshu311282,153,196,28-09-17 18:55,FALSE,India,"RT @seriousfunnyguy: @desimojito @amazonIN With your reach, you'll be able to find the person who got the other half of the pajama 😂","[0, 132]",0,en,11,16-04-21 13:46
anshu311282,153,196,28-09-17 18:55,FALSE,India,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:46
ABHISHE82234075,4,6,10-11-15 13:56,FALSE,,@amazonIN @amazon i m  amazon customer since 2016 it was a great experience but now i am g8 very disappointed when amazon stopped working in mobiles having lower android versions but other shopping app works i think it's not remained for common man of IN,"[0, 254]",1,en,0,16-04-21 13:46
jilpanz,4273,972,06-07-09 8:27,FALSE,Gurgaon,"RT @RachnaRestores: And the first review of my book Alive! is out on @amazonIN 👇🏻😍

Get your copy here https://t.co/MpTQP7q1Yh

#BookBoost…","[0, 139]",0,en,7,16-04-21 13:45
muthu511,8,142,21-05-14 23:42,FALSE,"Chennai, TN, India","@AmazonHelp @amazonIN @AmazonNews_IN @amazon
Respective Team, when is Amazon Cloud launching in India... Google's photo free storage is coming to an end by June 31. 
Note: pls do not say we will get update in Amazon app home page. Kindly provide tentative date","[0, 260]",0,en,1,16-04-21 13:44
VidhanshuJassie,70,859,25-02-19 16:51,FALSE,"Jaipur, India","Big day! for me to catch Sunil Bharti sir @airtelindia  live interacting in the #AmazonSmbhav on various hot topics of growing Indian economy, the role of SMBs &amp; MSMEs in the telecom sector, Digital facets of Businesses, Market opportunities in the #PostCovid era. etc @amazonIN https://t.co/4K4t0lHMWK","[0, 282]",0,en,0,16-04-21 13:44
Bhosale_ni,1,57,18-11-20 4:05,FALSE,,Hey @amazonIN how can your customer care executive make a changes in our Amazon account without our permission ? Train your executive properly @AmazonHelp,"[0, 154]",1,en,1,16-04-21 13:44
MansiS2104,1911,1690,30-07-20 8:19,FALSE,,"RT @ImNitinJ30: @MansiS2104 @amazonIN Yes 
Mansi SSRian 👌💜🥰

Police Covered Up SSR Murder","[0, 89]",0,en,3,16-04-21 13:44
RAJ_RADU1,2102,3832,30-06-20 18:22,FALSE,India,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:44
JuniorSRKNeeru,44,19,15-07-16 11:49,FALSE,,"RT @KKRiders: Understanding. Passion. And most of all, commitment to the cause. 

Watch how these 3 elements resulted in a change of guard…","[0, 139]",0,en,54,16-04-21 13:43
Contactluciano,7,18,01-08-16 17:34,FALSE,,"@AmazonHelp How do you guys handle #harassed #amazon #customers ? Just curious.
Don’t worry bout sending any email. I collected my own delivery just as I have done earlier like bout 10 times already. #amazonIN sad.....  not expected to be treated like this.","[12, 257]",0,en,0,16-04-21 13:43
sonaln,164,267,15-04-09 12:59,FALSE,India,"RT @RachnaRestores: And the first review of my book Alive! is out on @amazonIN 👇🏻😍

Get your copy here https://t.co/MpTQP7q1Yh

#BookBoost…","[0, 139]",0,en,7,16-04-21 13:43
RohitKanojia_,31,54,26-05-10 7:35,FALSE,Bangalore,"@amazonIN
 Poor service didn't receive a refund for the returned item. I am called many times but always saying take 3-4 days.
AWB# 623732818141
AWB# 623732669378","[0, 162]",0,en,0,16-04-21 13:43
Billy20664515,1,27,23-10-20 12:56,FALSE,,@amazonIN @IqooInd #IQOO7series https://t.co/QE7lWDXdXL,"[0, 31]",0,und,0,16-04-21 13:42
narendra_garre,74,770,16-03-21 9:38,FALSE,,RT @Being_Humor: @desimojito @amazonIN Lag raha delivery boy apni hi utaar k de diya 😭🤣,"[0, 87]",0,tl,28,16-04-21 13:42
narendra_garre,74,770,16-03-21 9:38,FALSE,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:42
Billy20664515,1,27,23-10-20 12:56,FALSE,,@amazonIN @IqooInd #IQOO7series https://t.co/jzgMwhECV1,"[0, 31]",0,und,0,16-04-21 13:42
AbhikDa71742534,2,44,23-09-20 7:55,FALSE,,@Abhishe92994042 @IqooInd @amazonIN I think it will be slim as vivo😁,"[36, 68]",1,en,0,16-04-21 13:41
Shubham70791330,16,32,15-04-21 5:05,FALSE,,RT @Shubham70791330: @DrJitendraSingh @narendramodi @amazonIN #sscchslpostpone @DrJitendraSingh,"[0, 95]",0,und,4,16-04-21 13:41
VinodMa19763173,10962,10315,15-03-17 15:09,FALSE,"Ghaziabad, India",@TecnoMobileInd @amazonIN @amazondotin I have bought Nokia 5.3 last year in October but never thought that Nokia is manufacturing soooooo downgraded mobile device.,"[39, 163]",0,en,0,16-04-21 13:41
DEEPAK1391,4,37,29-10-10 12:35,FALSE,,"@amazonIN Amazon is no more trust worthy with false commitment and poor customer service.
Worst customer care service.","[0, 118]",0,en,0,16-04-21 13:40
OffersGuru_co,130,2924,26-02-21 11:28,FALSE,INDIA,"Dr Trust Professional Series Finger Tip Pulse Oximeter With Audio Visual Alarm  on @amazonIN 

To BUY : https://t.co/44TXCpBTki

USES :  Determines blood oxygen saturation level  respiratory &amp; pulse rate and pulse graph 

#IndiaFightsCorona #COVID19 #Oxygen #GetWellSoon
#IPL2021","[0, 283]",1,en,0,16-04-21 13:40
skasifjaved,9,13,02-11-13 8:34,FALSE,,"#AmazonTecnoSpark7Quiz
@amazonIN https://t.co/RTNIHo3HiD","[0, 32]",0,und,0,16-04-21 13:40
Mr_YashG,854,3856,16-07-19 16:37,FALSE,"Agra, India","@PBLIndiaLive @amazonIN My perfect  Screenshot
#PauseTheGif #PBL. 
#RiseOfTheRacquet 
@PBLIndiaLive
 
Join &amp; win guy's ⤵️⤵️🤞
@imPalak18 @Smiley_Bharati @mysterioussu @SJ_0016 @chilled_Sup @cool_bindra @blessedkamal @jinijony08 @rathore178 @GargeeGanguly @Simple_Silyy  @SUNILKU70059548 @AllutlaKumar https://t.co/2YvT8I6xDm","[24, 303]",3,en,0,16-04-21 13:38
imabhishek999,884,2085,25-12-18 17:20,FALSE,india,"@PBLIndiaLive @Mr_YashG @amazonIN Screenshot ..

#PauseTheGIF #PBL
#RiseOfTheRacquet 
@PBLIndiaLive

Join 
@abha_mishra19 @real5ingh13 
@imPalak18  @SJ_0016 @NiharikaMajumd4 https://t.co/wjLWYqo1rM","[34, 173]",1,en,0,16-04-21 13:38
Apurvgupta_3,449,607,28-02-20 15:08,FALSE,Jambudvīpa,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:37
abhi18389,36,69,27-09-09 11:24,FALSE,india,@desimojito @amazonIN Kisi labor giroh ki heroine ko gift kar do... Dress ban jayegi off shoulder.... Shayad tumse impress ho jaaye😝😝😝😝😝😝😝,"[22, 138]",1,en,0,16-04-21 13:37
imabhishek999,884,2085,25-12-18 17:20,FALSE,india,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:36
laksmanapple,0,3,28-03-21 1:14,FALSE,,@IqooInd @amazonIN #IQOO7series,"[19, 31]",0,und,0,16-04-21 13:36
Mr_YashG,854,3856,16-07-19 16:37,FALSE,"Agra, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:36
skasifjaved,9,13,02-11-13 8:34,FALSE,,"https://t.co/kCz0MithmN

#iQOO75GAmazonQuiz
@amazonIN @IqooInd https://t.co/wWOdvrrQnW","[0, 62]",1,und,0,16-04-21 13:36
diva_tulipss,969,2301,16-09-15 14:08,FALSE,India,"RT @prashantDocean: @PBLIndiaLive @amazonIN Here is My Perfect Screenshot!

#PauseTheGif  #PBL.
#RiseOfTheRacquet 
@PBLIndiaLive 
@amazonIN…","[0, 140]",0,en,4,16-04-21 13:36
TarakRishi_9999,2405,2382,05-04-20 16:12,FALSE,"Khammam, India","RT @mvenu7143: When the ""Family Man 2""  @PrimeVideoIN  @amazonIN 
😡😡😡😡
#familyman   @Samanthaprabhu2 @BajpayeeManoj  
   We are waiting   r…","[0, 140]",0,en,4,16-04-21 13:36
Shubham70791330,16,32,15-04-21 5:05,FALSE,,@DrJitendraSingh @narendramodi @amazonIN #sscchslpostpone @DrJitendraSingh,"[41, 74]",0,und,4,16-04-21 13:35
GautamUndle,639,510,30-12-11 11:23,FALSE,INDIA,"RT @SamsungIndia: Launching on 28th April, 12 noon. Head to @amazonIN: https://t.co/thds1SWeww or Samsung Online Store https://t.co/9DRlXrR…","[0, 140]",0,en,103,16-04-21 13:34
NagGuduru,11,245,08-07-19 15:22,FALSE,"Guntur, India","RT @mvenu7143: When the ""Family Man 2""  @PrimeVideoIN  @amazonIN 
😡😡😡😡
#familyman   @Samanthaprabhu2 @BajpayeeManoj  
   We are waiting   r…","[0, 140]",0,en,4,16-04-21 13:33
amazonIN,2066622,70,20-03-13 10:40,TRUE,India,"RT @TecnoMobileInd: The SPARK 7 sale is LIVE! ⚡

SPARK 7 is now up for grabs! 🙌🏽😍

Get it for a special launch offer price starting ₹6999/-…","[0, 140]",0,en,11,16-04-21 13:32
RajaneeshGupta3,1,3,22-03-21 14:36,FALSE,,"@amazonIN Dear amazon i played so many time fun zone game contest and give answer correctly, but i never win any contest i don't know why?","[0, 138]",0,en,0,16-04-21 13:32
NationalistAge,212,928,07-12-16 17:27,FALSE,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:32
a_fresh_shinobi,63,102,02-03-21 2:41,FALSE,Konoha,@Piscothu_ @sandeep9sarma @amazonIN You get that in amazon pay. Cred adds theirs in your credit card,"[36, 100]",0,en,0,16-04-21 13:32
Akhila_akki06,222,950,24-08-20 17:33,FALSE,"Telangana, India","@PBLIndiaLive @amazonIN My Perfect Screenshot

#PauseTheGif #PBL
#RiseOfTheRacquet #ContestAlert
@PBLIndiaLive 

Join 🥳 frndz
@roopsai93
@Nature_lover93
@Siddhar21485769
@venkate93156671 
@BhavikaRajaswan 
@BSaiKri70751905 
@MayurMa46334426 
@Meenakshi0004 
@Nature_lover93 https://t.co/jw9kFgg17l","[24, 273]",1,en,0,16-04-21 13:32
mvenu7143,71,231,13-12-15 4:52,FALSE,"Guntur, India","When the ""Family Man 2""  @PrimeVideoIN  @amazonIN 
😡😡😡😡
#familyman   @Samanthaprabhu2 @BajpayeeManoj  
   We are waiting   release the date  dude.... https://t.co/rFFwfPuiXf","[0, 149]",4,en,4,16-04-21 13:32
V1JTECH,2,135,01-08-12 15:48,FALSE,"Jodhpur, India",@IqooInd @amazonIN https://t.co/Uh89PlkJQi,"[0, 18]",0,und,0,16-04-21 13:31
Beingthewall24,98,2440,16-09-20 12:12,FALSE,"Nagpur, India","@PBLIndiaLive @amazonIN Perfect captured

#contest #RiseOfTheRacquet @PBLIndiaLive  @amazonIN

Join-
@unpredi_bhawesh
@wahulkarGaurav 
@rohanraut999 
@MohatkarTejas 
@AMEYAPANNASE https://t.co/GYC0LGaO3s","[24, 179]",0,en,0,16-04-21 13:30
Akhila_akki06,222,950,24-08-20 17:33,FALSE,"Telangana, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:30
Abhinav323334,61,340,01-02-18 18:09,FALSE,India,@desimojito @amazonIN 🤣🤣🤣😂,"[22, 26]",0,und,0,16-04-21 13:30
livinguard,2299,69,09-06-14 6:05,FALSE,"Zug, Switzerland",@AmazonIN @AmazonHelp - Request your team to look into the matter and help us reach our customers in Maharashtra in time. (2/2),"[0, 127]",2,en,1,16-04-21 13:30
Praveen93684741,3,41,19-03-20 16:13,FALSE,,"@AmazonHelp @amazonIN 
I am not able to login to my account, due to which I am unable to use the limit of 10000 which I received during https://t.co/IIcFg7zBrH and also have a lot of money in my amazon pay balance.  Now how can I use them please help https://t.co/kf0eq58L9b","[0, 250]",0,en,1,16-04-21 13:30
Jasveersaini19,58,427,20-06-20 11:35,FALSE,Ludhiana Punjab,RT @amazonIN: What an electric session on creating global brands by Piyush Pandey and @rorysutherland on Day 2 of #AmazonSmbhav. Plenty of…,"[0, 139]",0,en,10,16-04-21 13:30
godsowntalk,1207,1280,26-08-13 15:43,FALSE,India,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:29
Nikki00001234,29,95,12-05-20 17:54,FALSE,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:29
Contactluciano,7,18,01-08-16 17:34,FALSE,,"@AmazonHelp @amazon @amazonIN @AmazonUK forget it, going by the book you guys only collect complaints but do nothing about it. You just can’t do anything... thanks AMAZON INDIA for the harassment and the future harassment during delivery. #happensonlyinindia #myindia #mumbai #Amazon","[12, 283]",0,en,0,16-04-21 13:29
godsowntalk,1207,1280,26-08-13 15:43,FALSE,India,"@PBLIndiaLive @amazonIN Here's my screenshot 👇
#contest #PauseTheGif #PBL #RiseOfTheRacquet #ContestAlert 
@PBLIndiaLive 
Join 
@blessedkamal @sanket17_ @tushnemma https://t.co/wOjeWiohsR","[24, 187]",0,en,0,16-04-21 13:29
Beingthewall24,98,2440,16-09-20 12:12,FALSE,"Nagpur, India","RT @PBLIndiaLive: Get ready for an exciting #contest coming your way. 🏸 

Participate and stand a chance to win Rs. 500 worth of @amazonIN…","[0, 139]",0,en,76,16-04-21 13:29
livinguard,2299,69,09-06-14 6:05,FALSE,"Zug, Switzerland","@AmazonIN @AmazonHelp - Since the Government of Maharashtra released its latest safety guidelines, our masks and gloves are not included as 'essentials' on Amazon India. Hence, all of Livinguard's products are undeliverable to several locations in Maharashtra. (1/2)","[0, 266]",1,en,2,16-04-21 13:29
DharmeshNarala,12,71,03-06-20 12:19,FALSE,"Hyderabad, India","RT @KKRiders: 2⃣ men. 1️⃣ team. SAME goal. 

A story of change, commitment, and looking at the big picture.  

KKR Films Episode 3, out tom…","[0, 140]",0,en,198,16-04-21 13:29
FabulousRaviRaj,1787,2357,07-08-20 5:42,FALSE,Tere❤️me.,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:29
rishabh_rishi,88,184,29-11-09 7:56,FALSE,"Uttar Pradesh, India","@desimojito @amazonIN मेरी एक टाँग वाले की है 
लगता है ।","[22, 56]",0,hi,0,16-04-21 13:28
PrakashSantani7,2,167,11-02-21 11:08,FALSE,,"@PBLIndiaLive @prashpat7 @amazonIN Here's my entry with perfect screenshot team.

#PauseTheGIF 
#PBL 
#RiseOfTheRacquet 
@PBLIndiaLive https://t.co/Mcyi2WuQwx","[35, 134]",1,en,0,16-04-21 13:28
real_riyaz14,23,5,27-04-20 5:32,FALSE,Mumbai ,RT @real_riyaz14: @OnePlus_IN @oneplus @amazonIN @TheOfficialSBI @SBICard_Connect I want to buy OnePlus 9 pro in Urgent but there is lockdo…,"[0, 140]",0,en,1,16-04-21 13:28
real_riyaz14,23,5,27-04-20 5:32,FALSE,Mumbai ,"@OnePlus_IN @oneplus @amazonIN @TheOfficialSBI @SBICard_Connect I want to buy OnePlus 9 pro in Urgent bt there is lockdown in Maharashtra,sbi credit card offer is only till April 30 bt there is lockdown till April 30,u will extend this offer later.There are so many people like me","[0, 280]",1,en,0,16-04-21 13:27
Saurabh98681287,0,4,13-04-21 12:03,FALSE,,"Sir Actually My Account Has Been Closed Without Any Valid Reason.
@AmazonHelp @amazon @amazonIN 
Plz Help Me","[0, 108]",0,en,2,16-04-21 13:27
PrakashSantani7,2,167,11-02-21 11:08,FALSE,,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:27
RasuriRahul,114,593,09-04-11 14:19,FALSE,,@desimojito @amazonIN Hahahaha @JeffBezos this is how Amazon work Amazingly !!,"[22, 78]",0,en,0,16-04-21 13:27
ShieldVoC,17697,98,08-06-19 15:40,FALSE,"Stockholm, Sweden","RT @rinkeshkumar44: @AmazonHelp @amazonIN @amazon @Jeff_Bezoz_bot @AMITAMAZON Dear Amazon team, 02nd time I order same product but it also…","[0, 139]",0,en,2,16-04-21 13:26
jennyz_zayn,877,757,02-01-21 17:01,FALSE,India,"RT @NehaT1923: @ImNitinJ30 @SSRkaFan @amazonIN WOW
Proud of you 👍🙏

Police Covered Up SSR Murder","[0, 96]",0,en,3,16-04-21 13:26
rbharat007,23,253,25-07-09 8:39,FALSE,new delhi,And please take action against the erring employee who make suffer the customers. @amazonIN,"[0, 91]",1,en,0,16-04-21 13:25
jennyz_zayn,877,757,02-01-21 17:01,FALSE,India,"RT @PiyaliBh: @ImNitinJ30 @amazonIN Wah.. Pure bliss 🤗

More power to you.. 

Police Covered Up SSR Murder","[0, 106]",0,en,11,16-04-21 13:25
VimalTogadiya,54,107,11-12-15 11:08,FALSE,"Surat, Gujarat",@amzpymntservs @AMZON @amazonIN @JeffBezos Pls give answer,"[43, 58]",0,en,0,16-04-21 13:25
abhinav2304,121,339,27-03-20 15:27,FALSE,"Raipur, India",@dwivedi__ @the_mosquito21 @Flipkart @amazonIN कोई असर नही करता,"[47, 63]",0,hi,0,16-04-21 13:25
real_riyaz14,23,5,27-04-20 5:32,FALSE,Mumbai ,"@OnePlus_IN @oneplus @amazonIN @TheOfficialSBI @SBICard_Connect I want to buy OnePlus 9 pro in Urgent but there is lockdown in Maharashtra, sbi credit card offer is only till April 30 but there is lockdown in Maharashtra till April 30, you will extend this offer later.","[0, 269]",2,en,1,16-04-21 13:25
rbharat007,23,253,25-07-09 8:39,FALSE,new delhi,I required the item urgently. I haven't requested to ship it at later date. Why are you behaving like this @amazonIN  why ? Please deliver it urgently https://t.co/0OJ4bkuh5f,"[0, 150]",1,en,0,16-04-21 13:25
Bhagva7,1552,1370,05-05-20 3:47,FALSE,"Mumbai, India","RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:24
VRVshere,13,233,17-10-20 11:49,FALSE,,Like the Intelligent Display chip feature that enables better visual experience FRI better frame rates 4 Gaming &amp; All HDR 4 content #IQOO7Series @IqooInd @amazonIN https://t.co/U6fsVqphfp,"[0, 167]",0,en,0,16-04-21 13:24
Contactluciano,7,18,01-08-16 17:34,FALSE,,"@AmazonHelp @amazonIN @amazon @AmazonUK despite my repeated complaints, including this fresh one yesterday I had to personally walk a distance of 1/2 km to collect my parcel as Amazon India’s agent refuses to deliver it at my address...... sick of you guys doing nothing. Happens only in IND","[12, 291]",0,en,0,16-04-21 13:24
SikandarShubha1,153,5010,19-03-20 23:29,FALSE,"इंदौर, भारत🇮🇳","RT @OnePlus_IN: We gave our best shot, and so did our community 🙌

A huge shoutout to the entire OnePlus Community for making the #OnePlus9…","[0, 140]",0,en,86,16-04-21 13:24
Jasveersaini19,58,427,20-06-20 11:35,FALSE,Ludhiana Punjab,"RT @amazonIN: Innovation, Digitalization and Globalization - the future of the business world! #SmbhavHai
What a stellar session by @Abhiji…","[0, 140]",0,en,21,16-04-21 13:24
VijaySa53825775,1,9,09-07-20 10:17,FALSE,Ghar aana h kya??,"@amazon @IqooInd ,@amazonIN &amp; #IQOO7series https://t.co/fMFCIbuY8W","[0, 46]",0,und,0,16-04-21 13:23
dwivedi__,9684,84,23-12-17 11:47,FALSE, India,@the_mosquito21 @Flipkart @amazonIN Non alcoholic likha h to chal jayega ??🤔,"[36, 76]",0,en,0,16-04-21 13:23
PundpalSuvidha,3,12,14-04-21 12:10,FALSE,,@AmazonHelp It has been 2 days and more than 12 business hours passed since I have provided the details of my complaint as require by you since then no one from amazon contact me. Third class service provided by your company @amazonIN @amazon,"[12, 242]",0,en,0,16-04-21 13:23
Jasveersaini19,58,427,20-06-20 11:35,FALSE,Ludhiana Punjab,"RT @amazonIN: Today, Eric Broussard joined us to talk about the immense opportunity for Indian brands &amp; MSMEs to go global &amp; leverage the t…","[0, 148]",0,en,8,16-04-21 13:23
TushNatuskar25,498,737,05-01-19 7:46,FALSE,"Pune, India","@PBLIndiaLive @amazonIN Here's my perfect screenshot

#contest #PauseTheGif #PBL #RiseOfTheRacquet #ContestAlert @PBLIndiaLive
Guys join in @AdiBonkar08 @someshkanekar @Dimpi5078 @bsathavara1 @kajal1009 https://t.co/f2gpPs70Gm","[24, 202]",0,en,0,16-04-21 13:23
sunitadevi32,9,26,28-05-18 10:03,FALSE,India ,"@SamsungIndia @amazonIN 1) KNOX
2) MONSTER
3) SD750G
4) FASTEST
5) 5G

#SamsungM42 #GalaxyM42 
@SamsungIndia","[24, 108]",1,en,0,16-04-21 13:23
VenkatGavarna,69,92,18-06-10 19:27,FALSE,"Hyderabad, India","￼Keep exited ..iQOO7 Legend is coming with #SD888 on 26th Apr 2021.
@IqooInd @amazonIN #IQOO7series https://t.co/KqaQQ2ltD0","[0, 99]",0,en,0,16-04-21 13:23
Jasveersaini19,58,427,20-06-20 11:35,FALSE,Ludhiana Punjab,RT @amazonIN: Watch Mr. @puneetck talk about some exciting AWS initiatives and offerings for SMBs at his #AmazonSmbhav session- Building Di…,"[0, 140]",0,en,13,16-04-21 13:22
Manab1971,22,165,14-12-20 17:49,FALSE,,"@PBLIndiaLive @amazonIN Here's my screenshot
#contest #PauseTheGif #PBL #RiseOfTheRacquet #ContestAlert 
@PBLIndiaLive 
Join 
@Dazzlingcutie1
@abha_mishra19
@sanju_464 
@imPalak18
@Smiley_Bharati
@amisha288
@kusumsolanki17
@Chilledsup_ 
@Jyoti14300
@SJ_0016
@Ash__Ak
@satyapaljain_86
@soniyaaajain https://t.co/v0yV5Q4qJP","[24, 297]",2,en,0,16-04-21 13:22
vishwanathkot,33,92,08-09-12 5:08,FALSE,Rochester New York,@vchugh79 @amazonIN @amazon Thanks for sharing... did you try return option...,"[28, 78]",0,en,0,16-04-21 13:22
poojaprabhakr,9,28,18-01-21 4:44,FALSE,,"Enjoyed listening to my role model @IndraNooyi in a fireside chat with @NITIAayog CEO, @amitabhk87 at #AmazonSmbhav and her assertive reminders to Indian businesses as they aspire to scale and grow https://t.co/aQYHQ2z0fj
@amazonIN #riskmanagement #compliance #GRC #ESG #EODB","[0, 275]",0,en,0,16-04-21 13:22
gentleman_jitu,1009,1455,01-08-18 2:06,FALSE,"Bhubaneshwar, India","RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:21
Raja_Sikander_,4,38,25-02-21 10:59,FALSE,"Sikar, India","#IQOO7series
IQOO7 never still phone
/@IqooInd @amazonIN https://t.co/cFARvykZQI","[0, 56]",1,en,0,16-04-21 13:21
ixsachi,164,2571,15-08-18 5:52,FALSE,🇮🇳. 🇯🇵. 🇪🇸. 🇷🇺. ,"@desimojito @amazonIN Weren't you part of iphone scam? 
🤷🏻‍♂️","[22, 61]",0,en,0,16-04-21 13:21
mosquitoastic,70,30,08-04-21 8:15,FALSE,,@dwivedi__ @Flipkart @amazonIN https://t.co/p7zpz787pH,"[30, 30]",0,und,0,16-04-21 13:20
Manab1971,22,165,14-12-20 17:49,FALSE,,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:20
Harshahnaik1212,2847,3752,22-05-14 8:27,FALSE, Lat -12°58'N Long - 75°15'E,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:20
nikhilkoul,85,180,07-08-09 14:33,FALSE,"New Delhi, India","@amazonIN @AmazonHelp @amazon I am waiting for my smart watch for monitoring the vitals. It was to be delivered 2 days back but still following up and there is no resolution. 
Order date: 13-Apr-2021
Order #403-0502734-6856305
Please help to resolve this asap.","[0, 260]",0,en,1,16-04-21 13:19
Satyava17295376,0,6,07-04-21 2:38,FALSE,,@amazonIN https://t.co/AcrByQnk2X,"[0, 9]",0,und,0,16-04-21 13:19
s_mishra94,36,91,04-04-20 3:56,FALSE,Gorakhpur/Lucknow,"RT @CRYINDIA: An excerpt from Archana Chandra’s letter to her daughter in our book ‘Anything Can Be’ 💛

Grab your copy at @amazonIN and ple…","[0, 140]",0,en,22,16-04-21 13:19
stopthestart,4000,3924,02-04-12 9:48,FALSE,"New Delhi, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:19
